"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Powrózek T.; Mlak R.; Krawczyk P.; Homa I.; Ciesielka M.; Kozioł P.; Prendecka M.; Milanowski J.; Małecka-Massalska T.","Powrózek, T. (55505007600); Mlak, R. (36774921900); Krawczyk, P. (6701497469); Homa, I. (57188841585); Ciesielka, M. (7801533686); Kozioł, P. (55879092600); Prendecka, M. (15851313400); Milanowski, J. (7005499419); Małecka-Massalska, T. (36025646900)","55505007600; 36774921900; 6701497469; 57188841585; 7801533686; 55879092600; 15851313400; 7005499419; 36025646900","The relationship between polymorphisms of genes regulating DNA repair or cell division and the toxicity of platinum and vinorelbine chemotherapy in advanced NSCLC patients","2016","Clinical and Translational Oncology","18","2","","125","131","6","16","10.1007/s12094-015-1343-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955719335&doi=10.1007%2fs12094-015-1343-6&partnerID=40&md5=7c446a7dfdb9b1f542454dfe40e1b3b5","Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Jaczewskiego 8, Lublin, 20-954, Poland; Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Department of Forensic Medicine, Medical University of Lublin, Ceramiczna 1, Lublin, 20-150, Poland","Powrózek T., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Jaczewskiego 8, Lublin, 20-954, Poland; Mlak R., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Krawczyk P., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Jaczewskiego 8, Lublin, 20-954, Poland; Homa I., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Jaczewskiego 8, Lublin, 20-954, Poland; Ciesielka M., Department of Forensic Medicine, Medical University of Lublin, Ceramiczna 1, Lublin, 20-150, Poland; Kozioł P., Department of Forensic Medicine, Medical University of Lublin, Ceramiczna 1, Lublin, 20-150, Poland; Prendecka M., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland; Milanowski J., Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Jaczewskiego 8, Lublin, 20-954, Poland; Małecka-Massalska T., Department of Human Physiology, Medical University of Lublin, Radziwiłłowska 11, Lublin, 20-080, Poland","T. Powrózek; Department of Pneumology, Oncology and Allergology, Medical University of Lublin, Lublin, Jaczewskiego 8, 20-954, Poland; email: tomaszpowrozek@gmail.com","","Springer-Verlag Italia s.r.l.","1699048X","","","26193985","English","Clin. Transl. Oncol.","Article","Final","","Scopus","2-s2.0-84955719335"
"Takizawa M.; Kawakami K.; Obata T.; Matsumoto I.; Ohta Y.; Oda M.; Sasaki T.; Watanabe G.","Takizawa, Masaya (7101685204); Kawakami, Kazuyuki (35420215400); Obata, Tohru (35446040800); Matsumoto, Isao (55253252400); Ohta, Yasuhiko (7403675269); Oda, Makoto (7402776750); Sasaki, Takuma (35433962100); Watanabe, Go (35402973900)","7101685204; 35420215400; 35446040800; 55253252400; 7403675269; 7402776750; 35433962100; 35402973900","In vitro sensitivity to platinum-derived drugs is associated with expression of thymidylate synthase and dihydropyrimidine dehydrogenase in human lung cancer","2006","Oncology Reports","15","6","","1533","1539","6","11","10.3892/or.15.6.1533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-39049178374&doi=10.3892%2for.15.6.1533&partnerID=40&md5=bac27c6a555b1a153dad0265e88c8168","Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; Department of Experimental Therapeutics, Kanazawa University Cancer Research Institute, Kanazawa 920-8641, Takaramachi 13-1, Japan","Takizawa M., Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; Kawakami K., Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; Obata T., Department of Experimental Therapeutics, Kanazawa University Cancer Research Institute, Kanazawa 920-8641, Takaramachi 13-1, Japan; Matsumoto I., Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; Ohta Y., Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; Oda M., Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; Sasaki T., Department of Experimental Therapeutics, Kanazawa University Cancer Research Institute, Kanazawa 920-8641, Takaramachi 13-1, Japan; Watanabe G., Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan","K. Kawakami; Department of General and Cardiothoracic Surgery, Kanazawa University Graduate School of Medicine, Kanazawa 920-8641, Takaramachi 13-1, Japan; email: kawakami@med.kanazawa-u.ac.jp","","Spandidos Publications","1021335X","","OCRPE","16685392","English","Oncol. Rep.","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-39049178374"
"Yin J.-Y.; Li X.; Li X.-P.; Xiao L.; Zheng W.; Chen J.; Mao C.-X.; Fang C.; Cui J.-J.; Guo C.-X.; Zhang W.; Gao Y.; Zhang C.-F.; Chen Z.-H.; Zhou H.; Zhou H.-H.; Liu Z.-Q.","Yin, Ji-Ye (22952427500); Li, Xi (56048488700); Li, Xiang-Ping (55718155100); Xiao, Ling (55763240000); Zheng, Wei (57139241500); Chen, Juan (54786228200); Mao, Chen-Xue (56048206300); Fang, Chao (55775734800); Cui, Jia-Jia (57045146300); Guo, Cheng-Xian (55103101200); Zhang, Wei (57542043600); Gao, Yang (57198713023); Zhang, Chun-Fang (55703965300); Chen, Zi-Hua (23977374300); Zhou, Hui (56210938000); Zhou, Hong-Hao (7404743248); Liu, Zhao-Qian (15829380700)","22952427500; 56048488700; 55718155100; 55763240000; 57139241500; 54786228200; 56048206300; 55775734800; 57045146300; 55103101200; 57542043600; 57198713023; 55703965300; 23977374300; 56210938000; 7404743248; 15829380700","Prediction models for platinum-based chemotherapy response and toxicity in advanced NSCLC patients","2016","Cancer Letters","377","1","","65","73","8","23","10.1016/j.canlet.2016.04.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964499376&doi=10.1016%2fj.canlet.2016.04.029&partnerID=40&md5=4d13c50bba24f6155fafc85ebbe4662e","Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China; Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Center of Clinical Pharmacology, The Third Xiangya Hospital, Central South University, Changsha, 410013, China; Department of Cardiothoracic Surgery, Xiangya Hospital, Central South University, Changsha, 410008, China; Department of Gastrointestinal Surgery, Xiangya Hospital, Central South University, Changsha, Hunan, 410008, China; The Affiliated Cancer Hospital of XiangYa School of Medicine, Central South University, Changsha, Hunan, 410014, China","Yin J.-Y., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Li X., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Li X.-P., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Xiao L., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Zheng W., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Chen J., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Mao C.-X., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Fang C., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Cui J.-J., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China; Guo C.-X., Center of Clinical Pharmacology, The Third Xiangya Hospital, Central South University, Changsha, 410013, China; Zhang W., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Gao Y., Department of Cardiothoracic Surgery, Xiangya Hospital, Central South University, Changsha, 410008, China; Zhang C.-F., Department of Cardiothoracic Surgery, Xiangya Hospital, Central South University, Changsha, 410008, China; Chen Z.-H., Department of Gastrointestinal Surgery, Xiangya Hospital, Central South University, Changsha, Hunan, 410008, China; Zhou H., The Affiliated Cancer Hospital of XiangYa School of Medicine, Central South University, Changsha, Hunan, 410014, China; Zhou H.-H., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China; Liu Z.-Q., Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China, Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsha, 410078, China, Hunan Province Cooperation Innovation Center for Molecular Target New Drug Study, Hengyang, 421001, China","J.-Y. Yin; Department of Clinical Pharmacology, Xiangya Hospital, Central South University, Changsha, 410008, China; email: yinjiye@csu.edu.cn","","Elsevier Ireland Ltd","03043835","","CALED","27126360","English","Cancer Lett.","Article","Final","","Scopus","2-s2.0-84964499376"
"Imianitov E.N.","Imianitov, E.N. (7003644486)","7003644486","Molecular diagnosis in oncology","2008","Molekuliarnaia biologiia","42","5","","772","785","13","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58749110301&partnerID=40&md5=37827b8ec9d97d13539ca01e69a56e69","","","","","","00268984","","","18988527","Russian","Mol. Biol. (Mosk.)","Review","Final","","Scopus","2-s2.0-58749110301"
"Yang P.; Ebbert J.O.; Sun Z.; Weinshilboum R.M.","Yang, Ping (56437082300); Ebbert, Jon O. (7003696512); Sun, Zhifu (7404240192); Weinshilboum, Richard M. (7102831484)","56437082300; 7003696512; 7404240192; 7102831484","Role of the glutathione metabolic pathway in lung cancer treatment and prognosis: A review","2006","Journal of Clinical Oncology","24","11","","1761","1769","8","124","10.1200/JCO.2005.02.7110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645804599&doi=10.1200%2fJCO.2005.02.7110&partnerID=40&md5=838670ed0971a1d15a93cf86926d43de","Division of Epidemiology and Cancer Center, Nicotine Dependence Center, Division of Primary Care Internal Medicine, Department of Molecular Pharmacology and Experimental Therapeutics, Rochester, MN 55905, 200 First St. S.W., Charlton 6-261, United States","Yang P., Division of Epidemiology and Cancer Center, Nicotine Dependence Center, Division of Primary Care Internal Medicine, Department of Molecular Pharmacology and Experimental Therapeutics, Rochester, MN 55905, 200 First St. S.W., Charlton 6-261, United States; Ebbert J.O., Division of Epidemiology and Cancer Center, Nicotine Dependence Center, Division of Primary Care Internal Medicine, Department of Molecular Pharmacology and Experimental Therapeutics, Rochester, MN 55905, 200 First St. S.W., Charlton 6-261, United States; Sun Z., Division of Epidemiology and Cancer Center, Nicotine Dependence Center, Division of Primary Care Internal Medicine, Department of Molecular Pharmacology and Experimental Therapeutics, Rochester, MN 55905, 200 First St. S.W., Charlton 6-261, United States; Weinshilboum R.M., Division of Epidemiology and Cancer Center, Nicotine Dependence Center, Division of Primary Care Internal Medicine, Department of Molecular Pharmacology and Experimental Therapeutics, Rochester, MN 55905, 200 First St. S.W., Charlton 6-261, United States","P. Yang; Department of Health Sciences Research, Mayo Clinic Cancer Center, Rochester, MN 55905, 200 First St. S.W., Charlton 6-261, United States; email: yang.ping@mayo.edu","","","0732183X","","JCOND","16603718","English","J. Clin. Oncol.","Review","Final","","Scopus","2-s2.0-33645804599"
"Xu X.; Han L.; Yang H.; Duan L.; Zhou B.; Zhao Y.; Qu J.; Ma R.; Zhou H.; Liu Z.","Xu, Xiaojing (55554421600); Han, Lifang (50261840600); Yang, Huaping (22959319900); Duan, Li (58391117400); Zhou, Boting (55139327100); Zhao, Yingchun (36116365300); Qu, Jian (46761400700); Ma, Rui (57189626595); Zhou, Honghao (7404743248); Liu, Zhaoqian (15829380700)","55554421600; 50261840600; 22959319900; 58391117400; 55139327100; 36116365300; 46761400700; 57189626595; 7404743248; 15829380700","The A/G allele of eIF3a rs3740556 predicts platinum-based chemotherapy resistance in lung cancer patients","2013","Lung Cancer","79","1","","65","72","7","25","10.1016/j.lungcan.2012.10.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871071642&doi=10.1016%2fj.lungcan.2012.10.005&partnerID=40&md5=502dac88ef6c91f9654004ec037b5b1d","Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China; Department of Respiratory Medicine, Xiangya Hospital, Central South University, Changsham, Hunan Province 410078, China; Department of Oncology, Zhongnan Hospital, Wuhan University, Wuhanm, Hubei Province 430071, China; Department of Pharmacy, Xiangya Hospital, Central South University, Hunan 410078, China; Osteoporosis Research Center, Medical Center of Creighton University, Omaha, NE 68131, United States; Department of Oncology, Xijing Hospital, Xi'an, Shangxi 710015, China","Xu X., Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China; Han L., Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China; Yang H., Department of Respiratory Medicine, Xiangya Hospital, Central South University, Changsham, Hunan Province 410078, China; Duan L., Department of Oncology, Zhongnan Hospital, Wuhan University, Wuhanm, Hubei Province 430071, China; Zhou B., Department of Pharmacy, Xiangya Hospital, Central South University, Hunan 410078, China; Zhao Y., Osteoporosis Research Center, Medical Center of Creighton University, Omaha, NE 68131, United States; Qu J., Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China; Ma R., Department of Oncology, Xijing Hospital, Xi'an, Shangxi 710015, China; Zhou H., Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China; Liu Z., Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China","Z. Liu; Institute of Clinical Pharmacology, Hunan Key Laboratory of Pharmacogenetics, Central South University, Changsham Hunan Province 410078, China; email: liuzhaoqian@csu.edu.cn","","","18728332","","LUCAE","23127338","English","Lung Cancer","Article","Final","","Scopus","2-s2.0-84871071642"
"Lawania S.; Singh N.; Behera D.; Sharma S.","Lawania, Shweta (57194287828); Singh, Navneet (8716326600); Behera, Digamber (7006268383); Sharma, Siddharth (35276189500)","57194287828; 8716326600; 7006268383; 35276189500","XPC Polymorphism and Risk for Lung Cancer in North Indian Patients Treated with Platinum Based Chemotherapy and Its Association with Clinical Outcomes","2018","Pathology and Oncology Research","24","2","","353","366","13","5","10.1007/s12253-017-0252-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019570675&doi=10.1007%2fs12253-017-0252-0&partnerID=40&md5=c1a938e0cbd7bcb1c937fdd10ad95fa0","Department of Biotechnology, Thapar University, Punjab, 147002, India; Department of Pulmonary Medicine, Post Graduate Institute of Medical Education & Research (PGIMER), Sector 14, Chandigarh, India","Lawania S., Department of Biotechnology, Thapar University, Punjab, 147002, India; Singh N., Department of Pulmonary Medicine, Post Graduate Institute of Medical Education & Research (PGIMER), Sector 14, Chandigarh, India; Behera D., Department of Pulmonary Medicine, Post Graduate Institute of Medical Education & Research (PGIMER), Sector 14, Chandigarh, India; Sharma S., Department of Biotechnology, Thapar University, Punjab, 147002, India","S. Sharma; Department of Biotechnology, Thapar University, Punjab, 147002, India; email: siddharthsharma.phd@thapar.edu","","Springer Netherlands","12194956","","POREF","28540485","English","Pathol. Oncol. Res.","Article","Final","","Scopus","2-s2.0-85019570675"
"Camps C.; Sirera R.; Iranzo V.; Tarón M.; Rosell R.","Camps, Carlos (35407295500); Sirera, Rafael (57014983800); Iranzo, Vega (16506977300); Tarón, Miquel (6701734353); Rosell, Rafael (7102495620)","35407295500; 57014983800; 16506977300; 6701734353; 7102495620","Gene expression and polymorphisms of DNA repair enzymes: Cancer susceptibility and response to chemotherapy","2007","Clinical Lung Cancer","8","6","","369","375","6","29","10.3816/CLC.2007.n.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250334723&doi=10.3816%2fCLC.2007.n.017&partnerID=40&md5=dd613fa14591bb281691adf0e691cbfe","Servicio de Oncologia Médica, Hospital General Universitario, Valencia, Spain; Laboratorio de Oncología Molecular, Fundación Investigatión, Hospital General Universitario, Valencia, Spain; Institut Català d'Oncologfa, Hospital Universitari Germans Trias I Pujol, Badalona, Barcelona, Spain; Servicio de Oncología Médica, Hospital General Universitario de Valencia, 46014 Valencia, Av. Tres Cruces s/n, Spain","Camps C., Servicio de Oncologia Médica, Hospital General Universitario, Valencia, Spain, Laboratorio de Oncología Molecular, Fundación Investigatión, Hospital General Universitario, Valencia, Spain, Servicio de Oncología Médica, Hospital General Universitario de Valencia, 46014 Valencia, Av. Tres Cruces s/n, Spain; Sirera R., Servicio de Oncologia Médica, Hospital General Universitario, Valencia, Spain, Laboratorio de Oncología Molecular, Fundación Investigatión, Hospital General Universitario, Valencia, Spain; Iranzo V., Servicio de Oncologia Médica, Hospital General Universitario, Valencia, Spain; Tarón M., Institut Català d'Oncologfa, Hospital Universitari Germans Trias I Pujol, Badalona, Barcelona, Spain; Rosell R., Institut Català d'Oncologfa, Hospital Universitari Germans Trias I Pujol, Badalona, Barcelona, Spain","C. Camps; Servicio de Oncología Médica, Hospital General Universitario de Valencia, 46014 Valencia, Av. Tres Cruces s/n, Spain; email: camps_car@gva.es","","Cancer Information Group, LP","15257304","","CLCLC","17562237","English","Clin. Lung Cancer","Review","Final","","Scopus","2-s2.0-34250334723"
"Cvetković G.; Plavec G.; Tomić I.; Ilić V.; Magić Z.; Tatomirović Ž.; Novković D.; Milić R.; Karličić V.","Cvetković, Gordana (25421433000); Plavec, Goran (6602077814); Tomić, Ilija (6603792683); Ilić, Vesna (7006666131); Magić, Zvonko (55942544600); Tatomirović, Željka (6603283190); Novković, Dobrivoje (26424425000); Milić, Rade (25422642200); Karličić, Vukojica (6506557627)","25421433000; 6602077814; 6603792683; 7006666131; 55942544600; 6603283190; 26424425000; 25422642200; 6506557627","K-ras mutation predictive significance in platinum based chemotherapeutic protocols in patients with advanced non-small cell lung cancer; [Prediktivni značaj mutacija u K-ras onkogenu za hemioterapijske protokole na bazi platine kod bolesnika sa uznapredovalim nesitnoć elijskim karcinomom pluća]","2009","Vojnosanitetski Pregled","66","2","","149","155","6","2","10.2298/VSP0902149C","https://www.scopus.com/inward/record.uri?eid=2-s2.0-63249092790&doi=10.2298%2fVSP0902149C&partnerID=40&md5=4164f3edd2ed7321e27de96bd00cd63d","Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia; Vojnomedicinska Akademija, Odeljenje za Genetski Inženjering Instituta za Medicinska Istraživanja, Beograd, Serbia; Vojnomedicinska Akademija, Odeljenje za CitologijuInstituta za Patologiju, Beograd, Serbia","Cvetković G., Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia; Plavec G., Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia; Tomić I., Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia; Ilić V., Vojnomedicinska Akademija, Odeljenje za Genetski Inženjering Instituta za Medicinska Istraživanja, Beograd, Serbia; Magić Z., Vojnomedicinska Akademija, Odeljenje za Genetski Inženjering Instituta za Medicinska Istraživanja, Beograd, Serbia; Tatomirović Ž., Vojnomedicinska Akademija, Odeljenje za CitologijuInstituta za Patologiju, Beograd, Serbia; Novković D., Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia; Milić R., Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia; Karličić V., Vojnomedicinska Akademija, Klinika za Plućne Bolesti, 11 000 Beograd, Crnotravska 17, Serbia","","","Institut za Vojnomedicinske Naucne Informacije/Documentaciju","00428450","","VSPRA","19281127","Croatian","Vojnosanit. Pregl.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-63249092790"
"Liu L.; Wu J.; Zhong R.; Wu C.; Zou L.; Yang B.; Chen W.; Zhu B.; Duan S.; Yu D.; Tan W.; Nie S.; Lin D.; Miao X.","Liu, Li (57218112393); Wu, Jing (56118170400); Zhong, Rong (36105638400); Wu, Chen (16231904800); Zou, Li (57986266200); Yang, Beifang (57198837567); Chen, Wei (57039434600); Zhu, Beibei (58731208000); Duan, Shengyu (36866022700); Yu, Dianke (16302785600); Tan, Wen (7401959984); Nie, Shaofa (18537215800); Lin, Dongxin (55520003300); Miao, Xiaoping (7102585391)","57218112393; 56118170400; 36105638400; 16231904800; 57986266200; 57198837567; 57039434600; 58731208000; 36866022700; 16302785600; 7401959984; 18537215800; 55520003300; 7102585391","Multi-loci analysis reveals the importance of genetic variations in sensitivity of platinum-based chemotherapy in non-small-cell lung cancer","2013","Molecular Carcinogenesis","52","12","","923","931","8","18","10.1002/mc.21942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888037686&doi=10.1002%2fmc.21942&partnerID=40&md5=136535024c8f54d7f7914f6fe8d59f0b","Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; State Key Laboratory of Molecular Oncology and Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science and Peking Union Medical College, Beijing, China; Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science, Beijing 100021, No. 17 Panjiayuan, Chaoyang District, China","Liu L., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Wu J., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Zhong R., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Wu C., State Key Laboratory of Molecular Oncology and Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science and Peking Union Medical College, Beijing, China; Zou L., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Yang B., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Chen W., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Zhu B., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Duan S., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Yu D., State Key Laboratory of Molecular Oncology and Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science and Peking Union Medical College, Beijing, China; Tan W., State Key Laboratory of Molecular Oncology and Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science and Peking Union Medical College, Beijing, China; Nie S., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China; Lin D., State Key Laboratory of Molecular Oncology and Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science and Peking Union Medical College, Beijing, China, Department of Etiology and Carcinogenesis, Cancer Institute and Hospital, Chinese Academy of Medical Science, Beijing 100021, No. 17 Panjiayuan, Chaoyang District, China; Miao X., Department of Epidemiology and Biostatistics, Ministry of Education Key Lab of Environment and Health, School of Public Health, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China","","","","10982744","","MOCAE","22821704","English","Mol. Carcinog.","Article","Final","","Scopus","2-s2.0-84888037686"
"Balaji O.","Balaji, O. (57073916500)","57073916500","Pharmacotherapy of non-small cell lung cancer: A short review","2018","Asian Journal of Pharmaceutical and Clinical Research","11","3","","7","10","3","0","10.22159/ajpcr.2018.v11i3.23253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042908405&doi=10.22159%2fajpcr.2018.v11i3.23253&partnerID=40&md5=6ffcf4b493198d77b5f16535c876ef79","Department of Pharmacology, Kasturba Medical College, Manipal University, Manipal, Karnataka, India","Balaji O., Department of Pharmacology, Kasturba Medical College, Manipal University, Manipal, Karnataka, India","O. Balaji; Department of Pharmacology, Kasturba Medical College, Manipal University, Manipal, India; email: puntermmc@gmail.com","","Innovare Academics Sciences Pvt. Ltd","09742441","","","","English","Asian J. Pharm. Clin. Res.","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85042908405"
